branch_id_str;jobs;lag_max_rss_g1_w1;lag_max_rss_global_w5;localJobs;target_cnt;target_has_dist;ts_dayofyear;ts_dow;ts_hour;ts_month;ts_weekofyear;ts_year;bp_arch_linuxaarch64;bp_arch_linuxx86_64;bp_compiler_clang19;bp_compiler_clang19_asan;bp_compiler_clang_asan;bp_compiler_clang_llvmcov;bp_compiler_gcc;bp_compiler_gcc11;bp_compiler_gcc13;bp_compiler_gcc7;bp_compiler_gcc9;bp_compiler_gcc9_syntaxonly;bp_compiler_gcc_futurewarnings;bp_compiler_gcc_syntaxonly;bp_compiler_gcc_ubsan_trap;bp_compiler_unknown;bp_opt_debug_mold;bp_opt_nobasis;bp_opt_optimized;bp_opt_optimized_CommonCryptoValidation;bp_opt_optimized_LCM_development;bp_opt_optimized_mold;bp_opt_optimized_sync_guard;bp_opt_optimized_tsan;bp_opt_optimized_valgrind;bp_opt_optimized_with_dbgsymbols;bp_opt_release;bp_opt_release_stripped_for_hde;bp_opt_release_stripped_for_hde_LCM_development;bp_opt_unknown;component_component_1;location_location_1;location_location_2;location_location_3;makeType_opt;makeType_rel;time;max_rss_gb_true;max_rss_class_true
92;1000;56652619776.0;42643213516.8;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:10:59.663;41.27914810180664;0
168;500;44323147776.0;47311245312.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:13:30.360;59.68722152709961;1
40;500;64088666112.0;52744489369.6;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:13:38.246;31.662124633789062;0
13;500;175786921984.0;46050130329.6;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 05:13:48.930;70.84518051147461;1
14;1000;88127254528.0;55026162892.8;28;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:14:04.895;121.59393692016602;2
36;2000;50596540416.0;69807738060.8;60;1;0;118;0;5;4;18;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 05:14:56.349;45.48640823364258;0
16;500;161840070656.0;70711240294.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:15:06.580;96.9781608581543;1
13;500;33210679296.0;78719408537.6;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 05:15:11.709;115.01375579833984;1
60;500;70501675008.0;96619035033.6;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;2025-04-28 05:15:12.154;48.48952102661133;0
175;500;33996947456.0;91818193715.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:15:45.773;67.85261917114258;1
33;1000;123495079936.0;80277333606.4;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-28 05:16:19.385;65.59910583496094;1
89;500;31189270528.0;84596502528.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-28 05:18:14.646;41.43207550048828;0
13;500;104129507328.0;72668071526.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:18:15.283;36.750328063964844;0
36;1000;52269473792.0;55861128396.8;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 05:18:53.295;83.07057571411133;1
33;1000;89196351488.0;63287353344.0;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 05:19:07.464;85.68163681030273;1
13;1000;72856195072.0;67116105728.0;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:20:29.700;57.046485900878906;0
175;500;52065226752.0;65279444582.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;2025-04-28 05:23:06.443;90.44889450073242;1
96;500;70436503552.0;75805726310.4;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 05:23:08.031;58.55072784423828;1
192;500;61253197824.0;80487326515.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:24:15.710;57.477230072021484;0
13;500;39460364288.0;74991197388.8;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:24:24.712;116.26612091064453;2
132;500;61715705856.0;81559165337.6;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:24:37.098;53.30955123901367;0
207;1000;57240694784.0;80756664729.6;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:27:16.422;44.78533935546875;0
13;500;124839796736.0;70950490931.2;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:28:11.531;82.85468292236328;1
16;500;76069433344.0;76169725542.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 05:31:37.906;109.98563003540039;1
71;500;48087891968.0;87445818572.8;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:31:55.119;33.65408706665039;0
13;500;130560495616.0;69705019392.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:34:55.076;143.80537033081055;2
185;500;36135800832.0;89138848563.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:35:42.168;38.45225143432617;0
68;500;154409840640.0;87778828288.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:35:43.527;149.07656860351562;2
132;500;97118760960.0;101999869952.0;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;2025-04-28 05:36:12.975;88.20363998413086;1
68;500;41287790592.0;97322223206.4;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:36:18.865;42.33745574951172;0
9;1000;62868365312.0;99186962432.0;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-28 05:38:07.211;98.00478744506836;1
71;500;45459496960.0;89351362150.4;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:38:39.027;41.00578308105469;0
13;500;44029624320.0;89899728896.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:39:10.736;35.331668853759766;0
13;500;118096171008.0;65473197670.4;36;3;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 05:39:41.026;111.19700241088867;1
49;500;37937090560.0;70410984652.8;36;1;0;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:40:01.711;27.88636016845703;0
9;1000;105231839232.0;67307635507.2;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-28 05:40:16.749;72.18219375610352;1
221;1000;29942751232.0;61762275737.6;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:40:21.061;49.1936149597168;0
60;500;77505040384.0;63520599244.8;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 05:40:33.245;79.38787078857422;1
13;500;119396872192.0;72981596569.6;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 05:41:55.462;101.42127990722656;1
13;500;91999956992.0;70882276147.2;26;3;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 05:41:57.904;59.87728500366211;1
207;1000;160069746688.0;77752274944.0;28;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:43:40.379;155.86066436767578;2
59;500;167354114048.0;95722089676.8;36;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:43:46.249;90.09874725341797;1
36;1000;96742793216.0;104506399948.8;28;2;1;118;0;5;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:43:57.192;151.32543182373047;2
36;1000;52821241856.0;119954873548.8;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 05:44:48.730;57.485023498535156;0
36;1000;85242077184.0;110519634329.6;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;2025-04-28 05:45:47.007;72.24578475952148;1
36;1000;64292745216.0;113175749427.2;28;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 05:46:13.083;80.5908088684082;1
16;500;86533722112.0;97011671040.0;26;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 05:47:21.605;70.7073745727539;1
13;500;77573320704.0;92847405465.6;36;3;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 05:49:40.699;67.1868896484375;1
96;500;61724073984.0;74778791116.8;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:50:38.774;26.815895080566406;0
282;500;28793348096.0;68192645939.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:52:13.869;33.87730407714844;0
5;500;35589545984.0;59953077452.8;36;1;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-28 05:52:46.843;42.79901885986328;0
175;500;88964538368.0;51837352345.6;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:53:04.261;87.28629302978516;1
60;500;93722943488.0;55397647974.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 05:53:49.170;78.67399215698242;1
59;500;36375478272.0;57864484454.4;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:53:58.322;28.393173217773438;0
40;500;30486937600.0;58203202355.2;36;1;0;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:54:56.359;18.199275970458984;0
13;500;67468742656.0;54836371456.0;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;2025-04-28 05:55:05.429;33.99079513549805;0
60;500;75921465344.0;52944819814.4;26;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 05:55:58.473;81.68900680541992;1
330;500;19541323776.0;51742811750.4;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:56:05.053;26.791709899902344;0
5;500;100339322880.0;40601176473.6;36;1;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-28 05:56:10.967;105.23631286621094;1
13;500;28767379456.0;57103115059.2;26;1;0;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;2025-04-28 05:56:24.744;22.481487274169922;0
13;500;94707937280.0;58022712934.4;36;2;1;118;0;5;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;2025-04-28 05:58:22.218;66.93268585205078;1
156;500;24139313152.0;65096930099.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:59:05.702;40.034305572509766;0
49;500;42986508288.0;56151651123.2;36;2;1;118;0;5;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 05:59:42.686;56.67742919921875;0
114;500;45955096576.0;62569560473.6;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-28 06:00:35.600;65.31891632080078;1
5;500;52176338944.0;53997364838.4;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2025-04-28 06:01:47.330;63.85064697265625;1
13;500;72141373440.0;62881324236.8;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 06:01:51.018;90.52532958984375;1
359;1000;60856926208.0;67947805900.8;28;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 06:02:36.207;42.78706359863281;0
220;500;70135652352.0;68538956185.6;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-28 06:03:39.061;49.5739631652832;0
16;500;97200832512.0;67013498470.4;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 06:04:08.425;76.96574783325195;1
5;500;41746051072.0;69514636492.8;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;2025-04-28 06:05:31.035;92.93899917602539;1
33;2000;48840658944.0;75761312563.2;60;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 06:05:57.370;77.73656463623047;1
114;500;112996630528.0;73014946201.6;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-28 06:06:55.073;98.1101303100586;1
40;500;45942259712.0;84895484313.6;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 06:07:48.569;25.009899139404297;0
5;500;93409873920.0;79620391731.2;36;2;1;118;0;6;4;18;2025;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-28 06:08:48.271;74.5789566040039;1
175;500;87712903168.0;79107832217.6;26;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 06:08:50.946;70.52047729492188;1
318;500;71868424192.0;74293491302.4;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;2025-04-28 06:08:50.984;104.9825553894043;1
132;500;75720785920.0;80144523264.0;26;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 06:08:51.799;60.93765640258789;1
60;500;108900270080.0;72161795276.8;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 06:08:52.254;91.18995666503906;1
261;1000;26854174720.0;86373854412.8;28;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 06:09:24.189;35.26659393310547;0
9;2000;83469000704.0;77931588812.8;60;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 06:09:26.948;158.39141082763672;2
5;500;132470734848.0;96801728102.4;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;2025-04-28 06:09:38.126;96.78150939941406;1
13;500;84475555840.0;95040566886.4;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;2025-04-28 06:10:56.084;102.74633026123047;1
15;500;44487352320.0;104018911232.0;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;2025-04-28 06:13:39.522;104.56335830688477;1
13;2000;170071482368.0;106890827366.4;60;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;2025-04-28 06:14:49.817;36.246910095214844;0
230;500;37867216896.0;107101348659.2;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 06:15:54.153;41.1508903503418;0
212;500;44185432064.0;81924138598.4;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 06:16:21.128;37.78990936279297;0
5;500;114695630848.0;69255788953.6;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;2025-04-28 06:19:54.993;104.73447799682617;1
53;500;40576606208.0;69682740428.8;36;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 06:19:58.605;10.772895812988281;0
175;500;97914470400.0;49541391974.4;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 06:20:54.964;116.07366943359375;2
132;500;82641342464.0;66684058009.6;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 06:22:50.610;71.0750961303711;1
36;1000;11567308800.0;73110232268.8;28;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 06:25:26.318;68.58849716186523;1
67;1000;68559110144.0;79724178636.8;28;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2025-04-28 06:28:04.772;45.366783142089844;0
220;500;53229637632.0;66975063244.8;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;2025-04-28 06:29:30.712;27.477142333984375;0
21;1000;65431310336.0;70562272870.4;28;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2025-04-28 06:30:23.293;31.528362274169922;0
175;500;76316303360.0;52406306406.4;36;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;2025-04-28 06:30:24.543;86.29817199707031;1
33;1000;73646338048.0;55675437056.0;28;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 06:30:34.109;104.29685592651367;1
132;500;124633153536.0;63343748710.4;36;2;1;118;0;6;4;18;2025;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2025-04-28 06:31:26.537;123.19165802001953;2
36;1000;111987896320.0;80056513331.2;28;2;1;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;2025-04-28 06:33:31.853;78.35689163208008;1
53;500;84135071744.0;90982856294.4;36;1;0;118;0;6;4;18;2025;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;2025-04-28 06:34:18.417;65.13892364501953;1
